"item_name","bullet_point","product_type","product_category","link","color","material","item_id","depth","height","width"
"Cojín sofá con botones 40x40 cm azul Buton","El cojín para sofá Buton tiene un diseño inspirado en el estilo nórdico. El toque de sus botones en madera de bambú, sumado a la gama de colores en tonos suaves y pastel lo convertirá en un indispensable en tu hogar. Este modelo de cojin para sofá o dormitorio está disponible en tres colores, podrás combinarlos entre sí, como más te guste. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/200-cojin-sofa-con-botones-40x40-cm-azul?channable=04a9546964003230304c","Azul","Tejido","IT-0096A","40 cm","40 cm","10 cm"
"Cojín sofá con botones 40x40 cm menta Buton","El cojín para sofá Buton tiene un diseño inspirado en el estilo nórdico. El toque de sus botones en madera de bambú, sumado a la gama de colores en tonos suaves y pastel lo convertirá en un indispensable en tu hogar. Este modelo de cojin para sofá o dormitorio está disponible en tres colores, podrás combinarlos entre sí, como más te guste. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/201-cojin-sofa-con-botones-40x40-cm-menta?channable=04a9546964003230314d","Menta","Tejido","IT-0096ME","40 cm","40 cm","10 cm"
"Cojín de suelo 50d en fibra natural Jag","El cojín de suelo Jag en fibra natural es el complemento perfecto para tu casa si lo que deseas es aportar un toque exótico a la decoración de tu hogar. Su acabado en color natural dará un toque cálido a cualquier estancia, ¡combínalo con alguna de nuestras alfombras y crea tu rincón preferido de la casa en un abrir y cerrar de ojos! Incluye funda y relleno.","Cojín de suelo","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/202-cojin-de-suelo-50d-en-fibra-natural?channable=04a9546964003230324e","Natural","Fibra natural","IT-0097","50 cm","50 cm","20 cm"
"Cojín sofá 45x45 cm blanco Basic","El cojín para sofá Basic se convertirá en tu gran aliado para la decoración de tu sofá, sillón o cama. Está confeccionado en poliéster, pero su sencillo diseño ofrece el aspecto y la apariencia del tejido del lino. Es ideal para combinar con cojines que tengan estampado, además dentro de la coleccción Basic encontrarás el formato cuadrado y rectangular para que puedas crear bonitas composiciones entre sí. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/203-cojin-sofa-45x45-cm-blanco?channable=04a9546964003230334f","Blanco","Tejido","IT-0098B","45 cm","45 cm","10 cm"
"Cojín sofá 45x45 cm natural Basic","El cojín para sofá Basic se convertirá en tu gran aliado para la decoración de tu sofá, sillón o cama. Está confeccionado en poliéster, pero su sencillo diseño ofrece el aspecto y la apariencia del tejido del lino. Es ideal para combinar con cojines que tengan estampado, además dentro de la coleccción Basic encontrarás el formato cuadrado y rectangular para que puedas crear bonitas composiciones entre sí. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/204-cojin-sofa-45x45-cm-natural?channable=04a95469640032303450","Natural","Tejido","IT-0098BE","45 cm","45 cm","10 cm"
"Cojín sofá 45x45 cm gris Basic","El cojín para sofá Basic se convertirá en tu gran aliado para la decoración de tu sofá, sillón o cama. Está confeccionado en poliéster, pero su sencillo diseño ofrece el aspecto y la apariencia del tejido del lino. Es ideal para combinar con cojines que tengan estampado, además dentro de la coleccción Basic encontrarás el formato cuadrado y rectangular para que puedas crear bonitas composiciones entre sí. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/205-cojin-sofa-45x45-cm-gris?channable=04a95469640032303551","Gris","Tejido","IT-0098G","45 cm","45 cm","10 cm"
"Cojín sofá 50x30 cm beige Basic","El cojín para sofá Basic se convertirá en tu gran aliado para la decoración de tu sofá, sillón o cama. Está confeccionado en poliéster, pero su sencillo diseño ofrece el aspecto y la apariencia del tejido del lino. Es ideal para combinar con cojines que tengan estampado, además dentro de la coleccción Basic encontrarás el formato cuadrado y rectangular para que puedas crear bonitas composiciones entre sí. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/207-cojin-sofa-50x30-cm-beige?channable=04a95469640032303753","Natural","Tejido","IT-0099BE","50 cm","30 cm","10 cm"
"Cojín sofá 50x30 cm gris Basic","El cojín para sofá Basic se convertirá en tu gran aliado para la decoración de tu sofá, sillón o cama. Está confeccionado en poliéster, pero su sencillo diseño ofrece el aspecto y la apariencia del tejido del lino. Es ideal para combinar con cojines que tengan estampado, además dentro de la coleccción Basic encontrarás el formato cuadrado y rectangular para que puedas crear bonitas composiciones entre sí. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/208-cojin-sofa-50x30-cm-gris?channable=04a95469640032303854","Gris","Tejido","IT-0099G","50 cm","30 cm","10 cm"
"Cojín sofá 50x50 cm negro y blanco Kude","El cojín para sofá Kude dará un toque de naturalidad a tu decoración gracias a su tejido bordado con motivos estampados en blanco y negro. Este cojín será tan popular en una decoración de estilo étnico como en una decoración de estilo escandinavo. Te aconsejamos combinar la colección de cojines Kude en sus dos tamaños y crear una confortable composición en tu sofá. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/209-cojin-sofa-50x50-cm-negro-y-blanco?channable=04a95469640032303955","Negro","Tejido","IT-0100","50 cm","50 cm","10 cm"
"Cojín sofá 60x40 cm blanco y negro Kude","El cojín para sofá Kude dará un toque de naturalidad a tu decoración gracias a su tejido bordado con motivos estampados en blanco y negro. Este cojín será tan popular en una decoración de estilo étnico como en una decoración de estilo escandinavo. Te aconsejamos combinar la colección de cojines Kude en sus dos tamaños y crear una confortable composición en tu sofá. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/210-cojin-sofa-60x40-cm-blanco-y-negro?channable=04a954696400323130cc","Negro","Tejido","IT-0101","60 cm","40 cm","10 cm"
"Cojín sofá 45x45 cm mostaza Rom","El cojín para sofá Rom está diseñado con una técnica de costura estrecha y un tejido de algodón muy agradable al tacto, natural y cómodo. Su estilo de inspiración vintage, dará el toque personal a tu decoración gracias a sus bordados en beige, sobre esa base mostaza, y esos flecos trenzados a mano que nos recuerdan al crochet más fino. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/211-cojin-sofa-45x45-cm-mostaza?channable=04a954696400323131cd","Mostaza","Tejido","IT-0102MO","45 cm","45 cm","10 cm"
"Lámpara de mesa negra Natt","La lámpara de mesa Natt de diseño moderno tiene una base de porcelana que aporta distinción propia de este material. Es una lámpara ideal para conseguir una iluminación auxiliar con estilo en cualquier rincón de tu salón, comedor o dormitorio. Está disponible en varios colores.
No incluye bombilla.","Lámpara de mesa","Inicio > Lámparas > Lámparas de mesa","https://klasthome.com/es/lamparas-de-mesa/238-lampara-de-mesa-negra?channable=04a954696400323338d5","Negro","Ceramica","IT-0120NE","18 cm","43 cm","18 cm"
"Lámpara de mesa negra Riv","La lámpara de mesa Riv es una clara representación del estilo moderno. Fusiona elegancia y funcionalidad gracias a sus líneas puras y limpias. Cuenta con una pantalla cónica que emite una luz perfecta para la lectura. A nosotros nos encanta ubicarla en los escritorios. Está disponible en varios colores.
No incluye bombilla.","Lámpara de mesa","Inicio > Lámparas > Lámparas de mesa","https://klasthome.com/es/lamparas-de-mesa/241-lampara-de-mesa-negra?channable=04a9546964003234314f","Negro","Metal","IT-0121NE","16 cm","66 cm","16 cm"
"Espejo rectangular de pared 50x70 cm Lounge","El espejo negro de pared Lounge está montado en un marco ultra delgado de aluminio lacado en negro mate. Sólo o en conjunto es una pieza de mucha versatilidad ideal para baños y recibidores. Incluye anillas de sujeción a la pared.","Espejo de  pared","Inicio > Decoración > Espejos decorativos > Espejos de pared","https://klasthome.com/es/espejos-de-pared/245-espejo-rectangular-de-pared-50x70-cm?channable=04a95469640032343553","Negro","Metal","IX-0003","50 cm","70 cm","3 cm"
"Lámpara de techo para salón blanca Lin","La lámpara de techo Lin conjuga un estilo nórdico y delicado ideal para iluminar de forma sutil todas las estancias del hogar. Su diseño sencillo y color blanco hace que esta luminaria sea un elemento decorativo perfecto para dar ese toque distinto.
No incluye bombilla.","Lámpara de techo","Inicio > Lámparas > Lámparas de techo","https://klasthome.com/es/lamparas-de-techo/246-lampara-de-techo-para-salon-blanca?channable=04a95469640032343654","Blanco","Metal","IX-0004","35 cm","17 cm","35 cm"
"Lámpara de techo para salón negra Plane","La lámpara de techo Plane de estilo industrial tiene un elegante y sencillo diseño inspirado en los años 70. De aspecto sencillo, es una luminaria muy versátil ya que la puedes colocar en cualquier estancia de tu hogar.
No incluye bombilla.","Lámpara de techo","Inicio > Lámparas > Lámparas de techo","https://klasthome.com/es/lamparas-de-techo/247-lampara-de-techo-para-salon-negra?channable=04a95469640032343755","Negro","Metal","IX-0005","22 cm","15 cm","22 cm"
"Lámpara de techo para salón negra Black","La lámpara de techo Black, fabricada en cuerda,  transmite un estilo natural y sofisticado a la vez. Podrás decorar cualquier estancia de tu hogar con ella ya que el color negro combina con todo. Su forma redondeada es perfecta para añadir un toque distinto.
No incluye bombilla.","Lámpara de techo","Inicio > Lámparas > Lámparas de techo","https://klasthome.com/es/lamparas-de-techo/248-lampara-de-techo-para-salon-negra?channable=04a95469640032343856","Negro","Fibra natural","IX-0006","45 cm","25 cm","45 cm"
"Lámpara de techo para salón Round","La lámpara de techo Round, fabricada en cuerda, es una lámpara de estilo natural de forma redondeada que da ese toque perfecto de calidez a cualquier estancia de tu hogar. La puedes utilizar de forma individual o haciendo composiciones con otras luminarias. 
No incluye bombilla.","Lámpara de techo","Inicio > Lámparas > Lámparas de techo","https://klasthome.com/es/lamparas-de-techo/249-lampara-de-techo-para-salon?channable=04a95469640032343957","Natural","Fibra natural","IX-0007","40 cm","20 cm","40 cm"
"Lámpara de techo para salón Cone","La lámpara de techo Cone es una luminaria de estilo natural de forma redondeada fabricada en cuerda. Aportará ese toque distinto a cualquier estancia de tu hogar donde decidas colocarla. En el salón, en el comedor, dormitorio... ¡Tú decides!
No incluye bombilla.","Lámpara de techo","Inicio > Lámparas > Lámparas de techo","https://klasthome.com/es/lamparas-de-techo/250-lampara-de-techo-para-salon?channable=04a954696400323530ce","Natural","Fibra natural","IX-0008","25 cm","35 cm","25 cm"
"Lámpara de techo para salón Beta","La lámpara de techo Beta fabricada en cuerda natural es una luminaria de estilo natural ideal para iluminar tu salón, comedor o dormitorio. Puedes conseguir un ambiente de riqueza visual y decorativa si decides colocarla junto con otras lámparas de la misma colección que puedes encontrar en nuestro catálogo.
No incluye bombilla.","Lámpara de techo","Inicio > Lámparas > Lámparas de techo","https://klasthome.com/es/lamparas-de-techo/251-lampara-de-techo-para-salon?channable=04a954696400323531cf","Natural","Fibra natural","IX-0009","35 cm","20 cm","35 cm"
"Lámpara de techo para salón Lou","La lámpara de techo Lou de estilo natural cuenta con un diseño fresco y ligero que te encantará. La cuerda es un material muy utilizado en la decoración ya que aporta vida. Es ideal para comedores, salones y dormitorios.
No incluye bombilla.","Lámpara de techo","Inicio > Lámparas > Lámparas de techo","https://klasthome.com/es/lamparas-de-techo/252-lampara-de-techo-para-salon?channable=04a954696400323532d0","Natural","Fibra natural","IX-0010","33 cm","27 cm","33 cm"
"Lámpara de techo para salón Tulip","La lámpara de techo Tulip, fabricada en cuerda, es una lámpara de estilo natural de forma cónica que da ese toque perfecto de calidez a cualquier estancia de tu hogar. La puedes utilizar de forma individual o haciendo composiciones con otras luminarias.
No incluye bombilla.","Lámpara de techo","Inicio > Lámparas > Lámparas de techo","https://klasthome.com/es/lamparas-de-techo/253-lampara-de-techo-para-salon?channable=04a954696400323533d1","Natural","Fibra natural","IX-0011","42 cm","42 cm","42 cm"
